"","GSM1052615","GSM1052616","GSM1052617","GSM1052618","GSM1052619","GSM1052620"
"SULT1B1",5.74569,5.68469,5.77866,5.41746,5.20037,5.12637
"SULT1E1",4.41011,4.46671,4.3836,5.22923,4.83745,4.82927
"CSN2",4.60609,4.74326,4.64945,4.50418,4.49714,4.82634
"JCHAIN",5.1111,4.96029,5.25303,5.02731,4.89622,4.99813
"GRSF1",10.2195,10.2241,10.2468,9.96879,9.94464,9.76017
"GC",4.24458,4.52837,4.4553,4.35518,4.51392,4.52774
"ADAMTS3",8.27117,8.01643,8.45152,7.85436,7.79361,7.92544
"COX18",9.45866,9.11184,9.46616,9.61963,9.58952,9.67507
"ANKRD17",11.3781,11.3234,11.4042,11.3242,11.3752,11.4039
"RASSF6",3.85529,3.83484,3.76481,3.82883,3.83915,3.78601
"PF4",6.25156,6.23565,6.20145,6.18359,6.16295,6.17064
"PPBP",5.65947,5.71907,5.80509,5.82646,5.63647,5.68728
"CXCL5",7.13585,7.20513,6.96674,7.03468,7.1024,7.03436
"CXCL3",6.56626,6.50669,6.48945,6.54054,6.36548,6.57099
"PPBPP2",6.16307,6.36866,6.21765,6.19704,6.18131,6.17834
"CXCL2",6.86357,5.91166,6.30414,5.61869,5.77135,5.83519
"BTC",6.61202,6.68721,6.42536,6.70647,7.12816,6.61659
"PARM1-AS1",4.49024,4.76,4.71674,4.65159,4.4286,4.84648
"RCHY1",8.70969,8.33736,8.37917,8.14616,8.12335,8.14965
"CDKL2",4.93087,5.11849,5.07064,4.97181,4.87603,5.04057
"G3BP2",11.2902,11.2121,11.3174,10.9865,10.9588,10.8995
"PPEF2",6.64235,6.59949,6.37701,6.2921,6.29563,6.48162
"NAAA",8.88927,8.60606,9.00585,9.18732,8.9941,9.04681
"SDAD1",10.4848,10.3211,10.4744,9.98152,10.1118,10.1057
"CXCL9",4.58544,4.73862,4.76715,4.73061,4.69604,4.70877
"CXCL10",4.21532,4.38271,4.20295,4.48432,4.59793,4.15416
"CXCL11",4.05606,4.09434,4.26807,4.14696,4.04975,4.15909
"NUP54",9.93803,9.79671,9.98213,9.35185,9.42501,9.24346
"SCARB2",10.3668,10.1531,10.3859,10.7739,10.9891,10.7088
"CCDC158",4.51378,4.48041,4.64,4.29633,4.59243,4.6087
"SOWAHB",6.04301,6.23807,5.99533,5.7187,5.87949,5.94903
"CCNI",12.5952,12.485,12.6651,12.7298,12.6713,12.6798
"PAQR3",8.1171,7.93215,8.05995,8.01342,7.9394,7.94927
"NAA11",11.4886,11.4805,11.6297,11.5312,11.4869,11.5272
"GK2",4.71645,4.98015,4.7128,4.79386,4.68353,4.85851
"ANTXR2",9.93117,9.71413,9.88584,9.64473,9.5451,9.66629
"PRKG2",5.49673,5.34768,5.27927,5.85895,5.74407,5.32544
"RASGEF1B",5.5168,5.41628,5.45971,5.6236,5.28892,5.52349
"HNRNPD",13.0255,13.0302,13.1525,12.6252,12.6512,12.56
"HNRNPDL",11.0013,10.9341,10.9345,10.5825,10.62,10.6089
"RPS6P6",6.35837,6.2941,6.18946,6.33216,6.39855,6.58801
"LINC00575",5.43809,5.58324,5.39666,5.49974,5.2697,5.26405
"SCD5",7.87526,8.03241,7.93554,8.11282,8.06102,8.11336
"LIN54",9.32105,9.10456,9.29997,8.99075,8.8501,8.86698
"PLAC8",8.9675,8.98258,9.03368,10.3526,10.1695,9.6399
"COQ2",10.1432,10.1627,10.1841,10.1309,10.0724,10.0584
"HPSE",8.05944,7.76456,7.98701,8.652,8.51306,8.13547
"HELQ",8.30137,8.03394,8.4447,8.21631,8.62688,8.41971
"ABRAXAS1",9.22705,9.09256,9.34128,10.3679,10.5119,10.2702
"NKX6-1",8.41935,8.55399,8.45092,8.28213,8.06792,8.45644
"WDFY3",9.24401,9.1657,9.39359,9.6034,9.65839,9.48636
"MAPK10",5.99097,6.0441,6.14471,6.42378,6.62132,6.50261
"SLC10A6",6.21853,6.58422,6.44326,6.03154,6.0784,6.18958
"C4orf36",6.41801,6.2676,6.16166,6.0222,6.09111,6.21949
"TECR",12.3759,12.3305,12.3123,12.4613,12.3923,12.6401
"KLHL8",8.97362,8.62393,9.0273,8.49986,8.63759,8.45251
"HSD17B13",5.41586,5.6025,5.51603,5.49128,5.52472,5.5004
"HSD17B11",10.7694,10.5819,10.7725,10.4628,10.4971,10.2499
"SPARCL1",5.34003,5.66534,5.42914,5.43421,5.12569,5.38696
"ABCG2",7.95204,7.67943,7.94691,7.21991,7.35268,7.30951
"PPM1K",7.31527,7.10302,7.44376,7.71455,7.6675,7.39713
"NAP1L5",6.31561,6.39412,6.33182,6.13056,6.04603,6.163
"FAM13A",8.15084,8.03008,8.17004,8.62659,8.61075,8.5439
"GPRIN3",6.98314,7.12167,6.94562,6.5666,6.39164,6.6738
"SNCA",10.0801,9.86645,10.072,10.2827,10.4828,10.3098
"HPGDS",4.65938,4.59389,4.54404,4.70275,4.61114,4.60256
"UNC5C",7.20957,7.05142,6.89712,8.3276,8.03801,8.12413
"STPG2",4.58033,4.76992,4.5637,4.80344,5.07638,4.80761
"TSPAN5",9.36415,8.86485,9.39343,8.71057,8.92775,8.67515
"EIF4E",7.31673,7.39637,7.43853,6.92569,6.86095,7.07611
"ADH5",10.31,10.1588,10.3662,10.3472,10.3522,10.3374
"ADH4",4.65461,4.92091,4.65375,4.60937,4.39192,4.44856
"ADH6",4.54363,4.60882,4.61144,4.5834,4.54937,4.72667
"ADH1A",6.4014,6.53323,6.51653,6.43071,6.37354,6.23601
"ADH1B",5.33532,5.54634,5.36631,5.22807,5.47359,5.52026
"ADH1C",5.50677,5.53652,5.07732,5.13888,5.23026,5.27745
"ADH7",5.02638,4.89132,4.96746,4.83559,4.78298,4.88452
"TRMT10A",7.24494,7.14795,7.35223,7.17248,7.40246,7.09663
"LAMTOR3",9.33041,9.02609,9.22825,9.47203,9.72517,9.69156
"DNAJB14",9.18276,9.32584,9.17583,9.45996,9.61581,9.53027
"H2AZ1",12.6687,12.4722,12.5859,11.9792,11.8743,12.1228
"DDIT4L",6.68425,6.7756,6.62391,6.74581,6.43873,6.57807
"EMCN",5.14343,4.9992,5.01386,5.17608,5.28914,5.45333
"PPP3CA",10.5397,10.4673,10.5551,11.4681,11.3789,11.4577
"SLC39A8",10.2474,10.1032,10.2543,10.0324,9.95678,9.94119
"MANBA",7.58087,7.29134,7.68899,8.35603,8.44159,8.48212
"SLC9B2",9.42087,9.29041,9.45381,9.5123,9.35982,9.10998
"BDH2",7.37625,6.87156,7.34347,8.34327,8.55268,8.3548
"CENPE",10.3898,10.296,10.251,9.48563,9.32375,8.94747
"TACR3",4.82184,4.83456,4.78048,4.85125,4.60471,4.99268
"CXXC4",7.06986,6.99543,6.81219,7.91599,7.85244,7.54153
"PPA2",8.47785,8.34417,8.49271,8.52073,8.47867,8.4798
"INTS12",9.866,9.62453,9.69956,9.59235,9.62556,9.56878
"TBCK",9.15683,8.75024,9.30437,10.1372,10.2554,10.2251
"DKK2",5.90379,6.08248,5.94673,5.71756,5.728,5.89619
"PAPSS1",10.01,9.82378,10.0761,10.2089,10.2894,10.2408
"LEF1",11.0738,11.0518,11.1745,10.0151,9.95007,10.0889
"RPL34-DT",5.48288,5.16073,5.11428,5.97164,5.84157,5.92641
"ETNPPL",5.1618,5.19057,5.06511,5.41756,5.44776,5.2604
"COL25A1",6.26752,6.51143,6.40922,6.36251,6.17869,6.36312
"CASP6",7.68846,7.70193,7.76679,8.44024,8.19664,8.281
"CFI",7.38269,7.25348,7.33749,8.78261,8.9643,8.99469
"ELOVL6",10.3672,10.1873,10.3326,9.86624,9.79506,9.93317
"PITX2",7.51555,7.86508,7.5703,7.97059,8.09601,7.99424
"TIFA",8.59941,8.33815,8.54675,7.80741,7.7203,7.68861
"NEUROG2",6.58931,6.65156,6.51448,6.60101,6.58586,6.55748
"ZGRF1",8.25081,8.07504,8.34366,6.87469,6.79053,6.69432
"MIR302A",3.23886,3.32615,3.28104,3.29223,3.19774,3.40897
"MIR302B",3.29887,3.35916,3.36379,3.25327,3.52961,3.43228
"CAMK2D",10.2352,9.99863,10.1419,10.5905,10.8523,10.5344
"ARSJ",8.83375,8.61074,8.88528,8.3003,8.10445,7.90824
"NDST4",5.01766,5.17075,5.09174,5.30063,5.59451,5.28046
"TRAM1L1",7.06281,7.06528,7.06872,7.51195,7.4826,7.21278
"PRSS12",8.7143,8.62929,8.8622,9.29792,9.20354,9.26088
"SEC24D",9.6952,9.61706,9.71841,9.62621,9.46626,9.69434
"LOC101929762",5.60839,5.69842,5.6364,5.54344,5.44118,5.78941
"C4orf3",7.88864,7.59585,7.76643,8.4007,8.3415,8.34706
"FABP2",4.94748,4.93311,4.90669,4.83803,4.92241,4.94464
"PDE5A",7.22156,6.86834,7.01175,9.84269,9.96381,9.5748
"MAD2L1",10.8477,10.8121,10.7435,9.19529,9.0156,9.1202
"PRDM5",7.05197,7.01961,7.04855,7.27583,7.08302,7.12808
"NDNF",6.19081,6.15978,6.0971,5.97734,5.89885,5.94669
"TNIP3",5.29399,5.31673,5.37034,5.08341,5.1062,4.93777
"QRFPR",9.73827,9.60071,9.85109,7.98528,7.91204,8.10547
"ANXA5",12.8889,12.7407,12.852,13.0095,13.1371,12.96
"SMIM43",6.19505,6.43902,6.20462,6.24567,6.1278,6.20253
"CCNA2",11.5578,11.4052,11.567,10.2443,10.1852,10.1013
"BBS7",9.52672,9.31769,9.48288,9.63526,9.59475,9.4029
"TRPC3",6.12833,6.24271,6.12735,6.11392,6.055,6.07832
"IL2",4.01968,4.02065,4.04972,4.09294,4.1321,4.18917
"IL21",4.56624,4.69288,4.6296,4.52614,4.54997,4.4199
"NUDT6",8.38359,8.13996,8.4439,8.23766,8.45853,8.4681
"ANKRD50",10.7176,10.5819,10.7294,11.0564,11.2585,11.0462
"MFSD8",9.2276,9.1988,9.27097,9.55449,9.64141,9.55573
"PGRMC2",9.6494,9.58702,9.55301,9.78235,9.86962,9.79461
"SCLT1",9.17428,9.02912,9.1885,8.87836,8.5745,8.52355
"PCDH18",8.44151,8.35189,8.63083,10.0105,9.90985,9.58651
"SLC7A11",10.7143,10.5881,10.8892,10.5867,10.4963,10.1533
"ELF2",8.74079,8.45008,8.72052,8.99401,9.07694,8.95862
"MGARP",6.54406,6.6916,6.56911,6.65937,6.67572,6.7054
"NDUFC1",9.78201,9.62267,9.7057,9.74404,9.80373,10.0516
"SETD7",10.1963,10.0088,10.2176,10.0175,9.95531,10.0531
"MAML3",9.50726,9.52502,9.52919,9.3465,9.23752,9.28548
"SCOC-AS1",5.91515,5.99173,5.88883,6.0981,5.94724,6.05811
"CLGN",6.05809,6.06518,5.76458,6.21579,6.20041,6.39736
"MGAT4D",3.70056,3.89141,3.73339,3.89623,3.70862,3.82506
"UCP1",5.58947,5.74196,5.65815,5.5997,5.77648,5.65278
"TBC1D9",8.68836,8.46079,8.75536,8.71093,8.8516,8.73229
"RNF150",8.25667,8.20693,8.35556,10.7069,10.6876,10.7277
"INPP4B",11.3516,11.325,11.3275,11.1253,11.2156,11.2144
"FREM3",5.03318,5.43712,5.34768,5.21765,4.99901,5.30525
"GYPE",6.54348,6.42222,6.60453,7.39064,7.68071,7.18306
"GYPB",3.78433,3.88125,3.69783,3.83548,4.32856,4.30487
"GYPA",4.16972,4.53668,4.25554,4.27325,4.08685,4.07321
"ANAPC10",8.40728,8.40868,8.35372,7.85951,7.79335,8.10449
"OTUD4",10.0652,9.92026,10.1817,9.2935,9.33925,8.92727
"ZNF827",9.53251,9.57042,9.64527,10.1335,10.0831,10.0628
"SLC10A7",9.52029,9.3891,9.62192,9.54254,9.60051,9.63309
"TTC29",4.71332,4.65454,4.64449,4.59246,4.59543,4.60094
"PRMT9",9.02571,8.77585,9.06168,9.11163,9.15299,8.87065
"NR3C2",6.7081,6.36555,6.58286,6.80707,7.06309,6.67071
"LRBA",8.38837,8.05307,8.4201,9.04632,9.1749,9.06087
"SH3D19",8.31554,8.15874,8.31257,8.70785,8.74009,8.66388
"GATB",8.67903,8.47542,8.6144,8.804,8.73955,8.66825
"FBXW7",7.88575,7.71944,8.07801,8.75989,8.74237,8.86997
"RPS3A",13.0899,13.0967,13.1689,13.2134,13.2257,13.2797
"TMEM154",8.59334,8.39675,8.67321,8.87625,8.74398,8.71419
"TIGD4",7.16416,7.05882,6.94802,7.00138,7.04641,7.04675
"ANXA2P1",9.13931,8.98794,9.06926,9.37915,9.55668,9.67786
"RNF175",7.45278,7.15104,7.53292,8.19016,8.06274,7.98267
"SFRP2",5.84547,5.68759,5.79186,5.75042,5.6412,5.79623
"DCHS2",5.77898,5.80814,5.77334,6.00857,6.23214,6.07643
"PLRG1",11.8414,11.6723,11.8399,11.625,11.5204,11.0608
"FGA",5.45485,5.48262,5.41853,5.30259,5.31784,5.41213
"FGG",4.02156,4.10374,4.07432,4.15858,4.09674,4.32783
"MAP9",8.14383,8.03973,8.31846,8.47116,8.4854,8.20512
"ASIC5",4.08203,4.14694,3.97839,4.03094,3.96147,4.00362
"CTSO",5.97385,6.11449,5.91445,7.48593,7.74221,7.4023
"PDGFC",7.96747,7.80853,8.04944,7.96231,7.80238,7.74978
"GASK1B",7.70174,7.63382,7.55434,10.5933,10.6959,10.2205
"C4orf46",9.25808,9.19761,9.27726,8.64993,8.42483,8.48384
"PPID",9.21421,8.81144,9.27982,8.46986,8.40417,8.47563
"C4orf45",4.45861,4.27386,4.4245,4.2429,4.41764,4.4569
"FSTL5",5.42291,5.31004,5.42813,5.80324,5.74195,5.51327
"NAF1",9.43877,9.27742,9.59157,8.74215,8.85317,8.77311
"NPY1R",4.81466,5.13868,5.11939,5.86676,5.99602,5.82496
"TKTL2",6.0294,6.19355,6.03173,6.01923,5.72233,5.8557
"MARCHF1",6.32007,6.49856,6.36331,7.48753,7.24808,6.99646
"ANP32C",10.3461,10.3347,10.293,10.1039,10.0958,10.2322
"TRIM61",7.15589,7.34631,7.26904,6.93584,7.10443,7.15882
"TMEM192",9.39003,9.34641,9.45752,9.36651,9.3486,9.341
"GK3P",8.55611,8.61556,8.62433,8.33258,8.54816,8.8153
"SPOCK3",6.12757,6.05367,6.04377,6.1418,6.03645,6.16087
"DDX60",7.1657,6.67437,7.00653,7.98935,7.99191,7.81998
"DDX60L",7.31066,6.95107,7.42425,8.29923,8.35307,8.10568
"CBR4",8.82788,8.57923,8.80006,9.05642,9.23975,9.14215
"SH3RF1",9.59752,9.47146,9.58432,9.45298,9.37241,9.57143
"NEK1",8.43286,8.20424,8.54556,9.618,9.74023,9.53736
"HPF1",8.46611,8.19178,8.41595,8.32368,8.40495,8.58833
"MFAP3L",6.6808,6.76162,6.53239,7.16371,7.12644,7.17227
"AADAT",10.7702,10.7724,11.0353,10.1595,10.2119,10.157
"HSP90AA6P",10.2067,10.2563,10.341,9.72307,9.63513,9.69539
"HMGB2",10.1913,10.017,10.0857,9.37016,9.24526,9.19674
"SCRG1",6.31775,6.13538,6.1505,8.77561,8.74747,8.82468
"HAND2",7.17387,7.2044,7.30321,7.21789,6.87499,7.08241
"FBXO8",8.95436,9.23611,9.2619,9.74027,9.84272,9.5616
"HPGD",6.42373,6.64565,6.23824,8.45672,8.46098,8.49945
"GLRA3",5.12273,5.00368,5.06682,5.28131,5.05249,4.91946
"GPM6A",6.63399,6.60567,6.50556,7.6011,7.28192,7.33762
"SPATA4",5.10907,5.26709,5.22803,5.36998,5.53887,5.51214
"ASB5",5.02678,5.0949,5.13279,5.22878,5.07782,4.92088
"VEGFC",9.54162,9.5815,9.4888,9.01719,9.03999,9.06589
"AGA",9.82545,9.70992,9.81178,10.6687,10.6987,10.7637
"TENM3-AS1",8.93201,8.83155,8.92111,10.4182,10.3524,10.4679
"DCTD",11.6949,11.6195,11.6925,11.6758,11.6355,11.511
"WWC2-AS2",6.58633,6.84396,6.36639,7.10412,7.15048,6.91701
"CLDN22",5.29291,5.711,5.31572,5.3795,5.73828,5.27014
"CLDN24",4.168,4.23294,4.27833,4.03743,4.3608,4.0657
"ENPP6",5.02742,5.56806,5.25177,5.02453,5.34567,5.47048
"LINC02363",6.75609,7.07804,6.74429,6.74936,6.67615,6.81011
"IRF2",10.6112,10.6221,10.7904,10.9796,10.9743,11.2142
"CASP3",9.60935,9.41286,9.45951,9.22902,9.32835,9.32307
"CENPU",10.5212,10.4508,10.5548,9.29483,9.24054,9.2854
"ACSL1",9.7815,9.5846,9.76586,10.5064,10.6869,10.5403
"SLED1",6.64118,6.74798,6.769,6.83449,6.94879,6.47249
"CFAP97",11.5175,11.4488,11.526,11.3355,11.3945,11.4437
"LRP2BP",5.85681,5.76522,5.83902,5.81947,6.16753,5.8451
"UFSP2",9.1042,8.81785,9.0115,9.32056,9.29873,9.27892
"CCDC110",4.95525,4.51633,4.74708,5.07042,5.26166,5.01056
"PDLIM3",8.19049,7.90354,8.22779,8.2,8.21275,8.32931
"SORBS2",9.20088,9.36344,9.16187,9.3341,9.68097,9.42399
"FLJ38576",7.5838,7.69598,7.66883,7.79411,7.67566,7.69093
"MTNR1A",7.21607,7.20354,7.06316,6.95466,6.87318,7.03123
"FAT1",10.9058,10.8578,10.9283,10.9144,10.9385,10.9114
"TRIML2",6.99356,7.06983,7.04374,7.57476,7.87116,7.49208
"LINC01667",6.29697,6.25287,6.22596,7.19146,7.31192,6.78624
"HMX1",8.04659,8.25466,8.02222,8.10388,7.90367,8.03588
"LOC389834",8.57996,8.79092,8.82745,9.1565,9.51509,9.30071
"PLEKHG4B",7.16427,7.20268,7.21815,7.16441,7.2032,7.21878
"LRRC14B",7.29146,7.26036,7.30262,6.98769,7.234,7.26589
"SDHA",11.1444,11.01,11.1433,11.2915,11.2127,11.2722
"EXOC3",9.46562,9.30505,9.4459,9.83727,9.71162,9.90528
"CEP72",8.6552,8.64693,8.64885,8.29996,8.19044,8.22196
"TRIP13",11.4082,11.3151,11.5134,9.86349,9.64312,9.51571
"NKD2",7.17557,7.65634,7.30267,7.05559,7.0199,7.25078
"SLC6A19",7.13966,7.1271,7.10289,6.99585,6.77408,7.20834
"SLC6A18",7.04807,7.20393,6.94877,6.81728,6.73659,7.01216
"NDUFS6",9.69381,9.55543,9.56599,9.61718,9.65623,9.82964
"C5orf38",7.76982,7.99362,7.76732,7.7858,7.51221,7.65448
"IRX1",7.99351,8.17846,7.96769,7.89643,7.75413,7.97839
"ADAMTS16",8.50348,8.47042,8.50362,7.86949,7.87816,7.85991
"ICE1",9.97866,9.79158,9.99251,9.68884,9.70675,9.67655
"SRD5A1",10.4248,10.2038,10.3557,10.4479,10.3286,10.1034
"TENT4A",10.6158,10.5822,10.6851,10.0612,10.1318,10.0231
"ADCY2",6.38836,6.44289,6.41819,6.34467,6.26305,6.26574
"MTRR",11.5933,11.5124,11.525,11.2494,11.2893,11.1216
"CCT5",12.5686,12.5949,12.5724,11.7036,11.6754,11.5561
"MARCHF6",12.0862,12.0086,12.1276,12.1598,12.1649,12.101
"ROPN1L",8.65028,8.57025,8.57666,8.78237,8.59273,8.72062
"ANKRD33B",8.53625,8.56782,8.45899,8.42548,8.18859,8.53962
"TRIO",10.2748,10.1871,10.205,10.4691,10.7258,10.6442
"OTULINL",7.10903,7.08186,7.17122,6.46877,6.34868,6.42413
"OTULIN",9.62853,9.47175,9.71296,9.34385,9.4403,9.49303
"FBXL7",7.50382,7.70529,7.63761,7.62478,7.97022,7.91211
"BASP1",8.50289,8.60151,8.36019,8.82061,8.91932,8.90801
"PMCHL1",4.32973,4.29227,4.40131,4.34005,4.1775,4.09872
"PRDM9",4.3646,4.23983,4.21965,4.2908,4.17357,4.22128
"LINC02899",4.35537,4.29978,4.46595,4.20037,4.27216,4.37409
"LSP1P3",7.61578,7.86329,7.74658,7.84992,8.34214,7.83312
"CDH6",6.33637,6.56414,6.29459,7.07009,7.03422,7.07159
"C5orf22",11.1561,11.0555,11.2256,10.9469,10.9592,10.6841
"PDZD2",8.20413,7.79475,8.09925,7.3497,6.98062,7.12172
"SUB1",11.3252,11.3151,11.305,11.2334,10.9308,11.179
"NPR3",5.88565,5.72644,5.74396,6.01297,6.34587,6.06324
"TARS1",11.2551,11.1207,11.2499,10.7376,10.7272,10.809
"RXFP3",8.0083,8.20281,8.06306,7.77333,7.71646,7.9773
"RAI14",10.1964,9.96852,10.1191,10.0851,10.0906,10.0468
"TTC23L",5.41953,5.34706,5.22748,5.69324,5.81291,5.69212
"BRIX1",11.4545,11.275,11.3834,10.2178,10.3485,10.4735
"DNAJC21",10.5642,10.4086,10.5027,10.4513,10.5263,10.5691
"SPEF2",5.84556,5.73965,5.81543,6.47592,6.37265,6.26998
"IL7R",10.5289,10.3276,10.4888,10.5193,10.4232,10.4523
"SKP2",12.4213,12.331,12.4875,11.7367,11.6037,11.6398
"SLC1A3",8.32655,8.24385,8.21871,7.75737,8.13798,7.30649
"NIPBL",9.91492,9.7804,9.90371,10.2494,10.2317,10.107
"WDR70",9.36012,9.40008,9.39412,9.56824,9.56635,9.36518
"EGFLAM",6.7407,6.91127,6.98917,6.64707,6.65572,6.87511
"OSMR",10.3633,10.3138,10.4796,9.72841,9.76711,9.61798
"PTGER4",7.78973,7.70931,7.64877,7.57025,7.57608,7.49725
"CARD6",6.84425,6.53748,6.73159,7.56425,7.54507,7.50321
"C7",5.15946,5.25932,5.14018,4.97239,5.32062,4.94536
"C5orf51",11.4024,11.4038,11.4205,11.4652,11.5226,11.4756
"FBXO4",8.76203,8.49728,8.66156,9.08019,9.14073,8.92758
"GHR",7.66982,7.51705,7.76441,7.70111,7.68875,7.49562
"LOC153684",7.70378,7.98118,7.73943,8.54208,8.74361,8.5462
"ZNF131",10.5339,10.4409,10.5622,10.2574,10.2949,10.1615
"NIM1K",6.4965,6.54279,6.44712,6.91416,7.19495,7.21542
"NNT",10.8178,10.4653,10.7623,11.4626,11.5024,11.2607
"MRPS30",10.6375,10.3843,10.5589,10.1901,10.2891,10.1238
"PARP8",9.27993,9.16635,9.3763,9.79309,9.77513,9.87885
"ISL1",8.37994,8.30708,8.37911,8.41987,8.09989,8.33208
"ITGA2",10.4013,10.3634,10.5841,10.5102,10.4088,10.432
"FST",11.9299,11.8294,11.8529,8.46766,8.30585,8.0782
"NDUFS4",10.4521,10.1844,10.3442,10.3783,10.3915,10.5743
"HSPB3",5.85424,6.20711,6.0004,6.53553,6.66434,7.18683
"SNX18",8.28024,8.34355,8.21272,8.43807,8.3738,8.44296
"GZMK",3.83877,3.97885,4.07173,3.77868,3.45178,3.71905
"GZMA",5.00859,4.98864,4.90207,4.93677,4.92451,4.77705
"GPX8",9.80221,9.53104,9.8063,10.1058,9.88562,10.0648
"MTREX",11.7223,11.6273,11.6849,11.3381,11.362,11.2518
"DDX4",5.80703,5.89411,5.81926,5.83103,5.73046,5.83296
"IL31RA",7.8185,7.65185,7.75032,8.18933,8.1971,7.93098
"MAP3K1",10.2254,10.0771,10.3131,10.0615,10.0221,10.0117
"SETD9",8.3342,8.01994,8.2018,8.01495,7.98453,8.0552
"GPBP1",10.6329,10.3936,10.6581,10.4107,10.4853,10.304
"GAPT",4.7541,5.12197,4.7619,4.784,4.71362,4.82575
"RAB3C",5.86925,5.88584,5.71883,5.57006,5.65595,5.8402
"PART1",9.10177,8.99719,9.2459,8.99837,8.93602,9.15069
"NDUFAF2",8.28186,8.3444,8.28248,8.43364,8.18584,8.3359
"ZSWIM6",11.4734,11.3552,11.3933,11.6901,11.6153,11.7154
"C5orf64",6.6261,6.76069,6.55137,6.40171,6.45391,6.55849
"KIF2A",11.6464,11.5892,11.5874,11.4546,11.3667,11.4701
"RNF180",7.4537,7.33018,7.6117,7.8632,8.10264,7.99338
"RGS7BP",5.2569,5.40678,5.34736,5.08386,4.7697,5.33729
"SHISAL2B",5.5149,5.70021,5.40675,5.32381,5.49825,5.48472
"CWC27",9.37343,9.29427,9.33076,9.17793,9.21606,9.06498
"PPWD1",10.7248,10.4789,10.7302,10.7851,10.8802,10.7724
"TRAPPC13",8.7126,8.28716,8.72199,8.89207,8.97325,8.9239
"NLN",9.39341,9.22009,9.35977,8.99109,8.94608,8.89927
"ERBIN",11.9715,11.9204,11.9808,12.0296,12.141,11.7522
"SREK1",10.2157,10.019,10.2063,10.1628,10.2738,10.115
"LOC401191",5.98112,6.0078,5.89281,5.93466,5.89292,5.74236
"MAST4",7.48212,7.53944,7.40691,8.11872,8.14303,8.1556
"PIK3R1",10.3861,10.2152,10.3886,11.3853,11.3976,11.3512
"SLC30A5",10.5949,10.5125,10.5313,10.4665,10.3452,10.2748
"CCNB1",11.4327,11.2124,11.3012,10.3857,10.2193,10.1977
"CENPH",9.3611,9.11304,9.39852,8.47449,8.2984,8.04822
"MRPS36",7.97497,7.77338,7.82787,7.87741,7.95586,7.9297
"CDK7",10.0919,9.98622,10.0776,10.0032,9.93666,10.1246
"MARVELD2",4.6991,4.7539,4.81368,4.86104,4.90115,4.91054
"MCCC2",11.4162,11.3095,11.4214,11.3349,11.255,11.0105
"CARTPT",5.39941,5.60961,5.60665,5.43246,5.18102,5.49427
"MAP1B",10.4691,10.3761,10.6081,11.3533,11.1416,11.2796
"PTCD2",9.74322,9.53486,9.74831,9.74416,9.66139,9.5703
"TNPO1",12.3567,12.2108,12.3603,11.9422,11.9778,11.8702
"FCHO2",9.40068,9.1501,9.39342,9.63835,9.72868,9.64233
"TMEM171",8.91956,8.61778,8.81026,8.29357,8.20815,8.72963
"TMEM174",4.76645,4.87867,4.90347,4.81604,4.54383,5.03498
"BTF3",11.6942,11.5659,11.5899,11.6352,11.5805,11.4767
"UTP15",10.5998,10.5143,10.6671,9.7355,9.91312,9.64438
"ARHGEF28",9.65347,9.63659,9.68318,9.22612,9.29237,9.11092
"HEXB",11.2108,11.1837,11.1611,11.2768,11.4664,11.2112
"NSA2",12.1559,12.0615,12.1399,12.1788,12.1751,12.3123
"HMGCR",10.4832,10.403,10.6395,10.7199,10.7575,10.9702
"POLK",9.31439,9.19359,9.49151,10.0089,10.2599,10.1836
"ANKDD1B",5.92812,6.25023,6.12529,6.68979,6.71795,6.75049
"SV2C",7.27074,7.2645,7.30273,7.46387,7.28306,7.20274
"IQGAP2",7.74869,7.2955,7.52092,7.23583,7.16018,7.1599
"F2R",11.0058,11.0432,10.861,11.5233,11.579,11.0967
"F2RL1",8.9018,8.7346,8.81564,8.3098,8.1402,8.08491
"S100Z",6.33533,6.18295,6.63561,8.01086,8.02507,7.83893
"CRHBP",6.80451,6.8195,6.97192,8.32502,8.52385,8.27557
"AGGF1",10.4996,10.4365,10.411,10.9195,10.8947,10.8069
"PDE8B",6.69372,6.68301,6.56105,7.49365,7.35504,7.34807
"SCAMP1",11.0152,10.9812,10.9844,11.2979,11.2045,11.1773
"BHMT2",6.41955,6.49986,6.30038,6.27862,6.3102,6.34297
"BHMT",6.6115,6.55702,6.50764,6.43034,6.56171,6.5481
"JMY",9.51811,9.43829,9.59509,10.0511,10.1845,10.2435
"TENT2",10.8666,10.738,10.9186,11.1739,11.3421,11.2404
"CMYA5",5.82945,5.93942,5.92888,5.70934,5.88839,5.88557
"THBS4",6.83893,6.77856,6.84043,7.11268,7.00442,7.04022
"SPZ1",5.23112,5.27469,5.1568,4.8629,5.26274,5.21272
"ZFYVE16",9.41771,9.17629,9.32016,9.82756,10.1537,9.85171
"FAM151B",6.93922,6.58214,6.98665,7.5352,7.66656,7.6044
"MSH3",10.6568,10.5617,10.8281,10.7033,10.7558,10.6057
"RASGRF2",6.1515,6.19092,6.05447,6.11581,6.19689,5.95827
"CKMT2",6.03143,5.84746,6.04755,6.01754,6.05959,5.86976
"ZCCHC9",10.5803,10.4358,10.56,11.1478,11.3748,11.3121
"ATG10",8.67758,8.35802,8.50811,9.29568,9.48782,9.41847
